"planningReference","status","decision","receivedDate","localAuthority","consentStage","county","town","siteAddress","postcode","proposal","units","estimatedGdv","indicativeLoanAt70Ltgdv","valuationMedianPrice","applicantName","applicantCompany","agentName","agentCompany","planningUrl","note"
"26/00893/F","Application Permitted","Application Permitted","28/05/2026","King's Lynn & West Norfolk Borough Council","variation","norfolk","kings-lynn","The Orchard 17 Senters Road Dersingham King's Lynn Norfolk PE31 6LJ","PE31 6LJ","VARIATION OF CONDITION 2 OF PLANNING PERMISSION 25/00486/F: (VARIATION OF CONDITION 2 OF PLANNING PERMISSION 23/00932/F) Construction of three dwellings, including new turning area for emergency and refuse vehicles","3","780000","546000","260000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFRMEIIVLPQ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00674/PA56","Approved","Approved","30/06/2026","Southampton City Council","primary_consent","hampshire","southampton","6 Hanover Buildings Southampton SO14 1JW","SO14 1JW","Prior Approval sought for change of use of the upper floors from Commercial, Business and Service (Use Class E) to a 3 bed dwelling (Use Class C3)","3","765000","535500","255000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGD00AOZK2000","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262535FUL","Granted with Conditions","Granted with Conditions","25/06/2026","London Borough of Ealing","primary_consent","greater-london","ealing","14 Davis Road Acton W3 7SQ","W3 7SQ","Change of use from a single dwelling house into two self-contained flats; single storey rear/side extension (following demolition of existing); rear roof extension to main roof slope and outrigger; installation of two rooflights to front slope; alterations to window and door openings on side elevation.","2","750000","525000","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TH6FXDJMH6O00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01385/COU","Approved","Approved","15/06/2026","South Somerset District Council (legacy portal)","primary_consent","somerset","yeovil","Shield House Blacknell Lane Crewkerne Somerset TA18 7HE","TA18 7HE","To subdivide an existing Class B2 General Industrial Unit into three units and change their use to Class B2, B8 and Class E(C)(D)(F)&(G)","3","710250","497175","236750","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGPR76OW0L300","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"2025/02344/FUL","Application Approved","Application Approved","","London Borough of Hammersmith & Fulham","primary_consent","greater-london","fulham","39 Davisville Road London W12 9SH","W12 9SH","Erection of a rear roof extension; erection of a rear extension at second floor level over part of the existing back addition; erection of a single storey rear extension, to the side and rear of the existing back addition; installation of 3no rooflights in the front roofslope and 1no rooflight above the main flat roof at roof level; erection of obscure glazed screens in connection with the formation of a roof terrace at third floor level to the rear elevation, on top of the proposed second floor rear back addition; alterations to the roof of ground floor rear back addition; de-conversion of the existing building from 3no self-contained flats into a single family dwellinghouse.","1","530000","371000","650000","","","","","https://public-access.lbhf.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T1R60IBII3G00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"2025/02481/FUL","Application Approved","Application Approved","","London Borough of Hammersmith & Fulham","primary_consent","greater-london","fulham","186 Dalling Road London W6 0EU","W6 0EU","Change of use of the ground floor and basement levels from professional services use (Class E(c)(ii)) into a residential use (Class C3), in connection with the conversion of the existing maisonette at first and second floor levels into a four storey single family dwelling house; installation of metal railings around the existing front forecourt; alterations to the front elevation comprising repairing and repainting of existing timber shopfront including installation of double glazed panes, and replacement of existing windows at first and second floor levels with double glazed timber windows.","1","530000","371000","650000","","","","","https://public-access.lbhf.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T2HL4VBIIX600","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01034/F","Application Permitted","Application Permitted","18/06/2026","King's Lynn & West Norfolk Borough Council","primary_consent","norfolk","kings-lynn","Westhall Farm Lynn Road Middleton King's Lynn Norfolk PE32 1RH","PE32 1RH","VARIATION OF CONDITIONS 2 AND 6 OF PLANNING PERMISSION 25/00626/F: Variation/removal of conditions 2, 6, 7, 8, 9 AND 10 of planning permission 21/00336/F (Conversion of barns complex to form two dwellings)","2","520000","364000","260000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGUIIBIVLKU00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262305PACEC3","Prior Approval Required and Given","Prior Approval Required and Given","08/06/2026","London Borough of Ealing","primary_consent","greater-london","ealing","45 The Broadway Ealing W5 5JU","W5 5JU","Change of use of second and third floor from office (Use Class E(g)(i)) to two self-contained residential units (Use Class C3) (Part 3 Class G, 56-day Prior Approval Process)","1","505000","353500","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGBKS7JMGIM00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262252FUL","Granted with Conditions","Granted with Conditions","03/06/2026","London Borough of Ealing","primary_consent","greater-london","ealing","11 Marlborough Road Ealing W5 5NY","W5 5NY","Conversion of existing two self-contained residential units into single family dwellinghouse (Use class C3) and associated minor internal alterations; replacement of the existing roof tiles of the existing rear extension, recladding walls and a new rooflight, provision of associated cycle storage and refuse storage facilities","1","505000","353500","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG2EAAJMGBU00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01171/FUL","Granted","Granted","26/05/2026","Dacorum Borough Council","primary_consent","hertfordshire","hemel-hempstead","Friarswood Chipperfield Road Kings Langley Hertfordshire","","Change of use of second floor 2 bedroom flat to office space.","2","504000","352800","442000","","","","","https://planning.dacorum.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=TFFIERFOH4W00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01262/S73","Approved","Approved","02/06/2026","South Somerset District Council (legacy portal)","variation","somerset","yeovil","Orchard End Farm Water Street East Lambrook South Petherton Somerset TA13 5HN","TA13 5HN","S73 application to vary condition 2 (approved plans) of approval 25/00833/FUL for Proposed demolition of an agricultural building and the erection of two private self-build dwellings with parking and gardens.","2","473500","331450","236750","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG08FAOWKED00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/02170/FUL","Granted","Granted","17/06/2026","City of Bradford","primary_consent","west-yorkshire","bradford","11-13 Farlea Drive Bradford West Yorkshire BD2 3RJ","BD2 3RJ","Conversion of building comprising four one bedroom flats into two semi detached three bedroom dwellings, with associated works","2","190000","133000","160500","","","","","https://planning.bradford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGRULFDHIUX00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
